,domain_20
s_016um_00062_00299-1,5
s_016um_00041_00275-1,8
s_016um_00321_00293-1,8
s_016um_00240_00349-1,8
s_016um_00200_00378-1,16
s_016um_00050_00126-1,7
s_016um_00133_00242-1,8
s_016um_00074_00136-1,9
s_016um_00248_00060-1,12
s_016um_00047_00113-1,6
s_016um_00002_00128-1,8
s_016um_00298_00402-1,4
s_016um_00358_00353-1,8
s_016um_00298_00292-1,18
s_016um_00052_00150-1,8
s_016um_00281_00083-1,17
s_016um_00023_00390-1,11
s_016um_00114_00142-1,5
s_016um_00290_00048-1,8
s_016um_00112_00133-1,17
s_016um_00227_00322-1,17
s_016um_00055_00369-1,1
s_016um_00233_00389-1,8
s_016um_00259_00350-1,16
s_016um_00107_00044-1,7
s_016um_00114_00198-1,8
s_016um_00333_00304-1,13
s_016um_00058_00377-1,18
s_016um_00225_00374-1,11
s_016um_00310_00223-1,4
s_016um_00116_00076-1,7
s_016um_00020_00020-1,6
s_016um_00146_00261-1,12
s_016um_00023_00069-1,6
s_016um_00170_00239-1,9
s_016um_00280_00168-1,8
s_016um_00116_00302-1,20
s_016um_00064_00281-1,18
s_016um_00233_00190-1,20
s_016um_00060_00085-1,8
s_016um_00248_00111-1,20
s_016um_00372_00232-1,3
s_016um_00077_00236-1,9
s_016um_00257_00033-1,13
s_016um_00209_00072-1,6
s_016um_00341_00329-1,17
s_016um_00147_00035-1,9
s_016um_00002_00264-1,8
s_016um_00059_00344-1,11
s_016um_00140_00036-1,9
s_016um_00141_00152-1,17
s_016um_00241_00118-1,20
s_016um_00006_00234-1,8
s_016um_00081_00160-1,8
s_016um_00310_00232-1,16
s_016um_00232_00091-1,7
s_016um_00297_00231-1,18
s_016um_00153_00415-1,4
s_016um_00034_00070-1,6
s_016um_00285_00139-1,17
s_016um_00130_00368-1,1
s_016um_00227_00174-1,10
s_016um_00247_00228-1,11
s_016um_00083_00393-1,11
s_016um_00289_00177-1,11
s_016um_00005_00138-1,6
s_016um_00101_00046-1,7
s_016um_00062_00234-1,9
s_016um_00134_00266-1,5
s_016um_00057_00062-1,8
s_016um_00048_00274-1,8
s_016um_00249_00259-1,4
s_016um_00106_00311-1,8
s_016um_00354_00376-1,8
s_016um_00137_00322-1,12
s_016um_00165_00307-1,14
s_016um_00152_00016-1,18
s_016um_00117_00290-1,19
s_016um_00235_00380-1,11
s_016um_00217_00133-1,20
s_016um_00253_00200-1,16
s_016um_00202_00157-1,6
s_016um_00046_00174-1,8
s_016um_00192_00417-1,16
s_016um_00094_00234-1,19
s_016um_00045_00289-1,5
s_016um_00152_00247-1,12
s_016um_00191_00228-1,6
s_016um_00023_00320-1,8
s_016um_00298_00418-1,8
s_016um_00218_00179-1,7
s_016um_00241_00202-1,7
s_016um_00006_00095-1,6
s_016um_00242_00118-1,7
s_016um_00226_00064-1,6
s_016um_00024_00198-1,8
s_016um_00043_00032-1,6
s_016um_00201_00020-1,10
s_016um_00281_00329-1,11
s_016um_00341_00344-1,8
s_016um_00291_00364-1,12
s_016um_00230_00185-1,18
s_016um_00313_00244-1,16
s_016um_00086_00149-1,8
s_016um_00256_00214-1,8
s_016um_00286_00311-1,6
s_016um_00136_00367-1,14
s_016um_00035_00403-1,10
s_016um_00006_00233-1,8
s_016um_00280_00110-1,13
s_016um_00146_00171-1,18
s_016um_00267_00103-1,18
s_016um_00059_00132-1,6
s_016um_00249_00071-1,8
s_016um_00223_00196-1,16
s_016um_00232_00256-1,12
s_016um_00086_00049-1,6
s_016um_00271_00204-1,12
s_016um_00015_00245-1,8
s_016um_00183_00159-1,7
s_016um_00300_00035-1,3
s_016um_00087_00218-1,8
s_016um_00102_00327-1,16
s_016um_00152_00240-1,9
s_016um_00077_00343-1,11
s_016um_00037_00354-1,8
s_016um_00243_00176-1,8
s_016um_00234_00041-1,12
s_016um_00283_00055-1,6
s_016um_00265_00148-1,11
s_016um_00149_00358-1,11
s_016um_00284_00263-1,16
s_016um_00287_00395-1,4
s_016um_00186_00157-1,6
s_016um_00146_00254-1,8
s_016um_00036_00145-1,8
s_016um_00081_00327-1,16
s_016um_00352_00245-1,8
s_016um_00254_00067-1,11
s_016um_00180_00164-1,9
s_016um_00161_00092-1,14
s_016um_00290_00281-1,11
s_016um_00118_00336-1,11
s_016um_00194_00338-1,11
s_016um_00290_00202-1,12
s_016um_00168_00335-1,1
s_016um_00107_00198-1,8
s_016um_00070_00308-1,20
s_016um_00026_00385-1,1
s_016um_00327_00383-1,8
s_016um_00137_00353-1,11
s_016um_00294_00042-1,18
s_016um_00180_00110-1,9
s_016um_00153_00024-1,12
s_016um_00282_00001-1,11
s_016um_00016_00258-1,5
s_016um_00035_00060-1,8
s_016um_00257_00276-1,13
s_016um_00215_00337-1,1
s_016um_00275_00040-1,8
s_016um_00211_00242-1,8
s_016um_00234_00160-1,6
s_016um_00112_00072-1,6
s_016um_00068_00224-1,6
s_016um_00016_00030-1,6
s_016um_00040_00002-1,6
s_016um_00046_00271-1,12
s_016um_00236_00378-1,16
s_016um_00231_00150-1,10
s_016um_00253_00211-1,6
s_016um_00225_00260-1,6
s_016um_00153_00212-1,6
s_016um_00294_00198-1,12
s_016um_00349_00366-1,13
s_016um_00107_00027-1,6
s_016um_00125_00165-1,3
s_016um_00196_00341-1,11
s_016um_00302_00267-1,16
s_016um_00093_00186-1,8
s_016um_00236_00354-1,8
s_016um_00182_00337-1,17
s_016um_00374_00248-1,7
s_016um_00208_00010-1,10
s_016um_00253_00330-1,6
s_016um_00351_00318-1,17
s_016um_00203_00202-1,3
s_016um_00184_00227-1,9
s_016um_00255_00120-1,7
s_016um_00098_00033-1,6
s_016um_00126_00059-1,7
s_016um_00158_00076-1,9
s_016um_00143_00051-1,18
s_016um_00044_00113-1,8
s_016um_00072_00181-1,8
s_016um_00192_00177-1,18
s_016um_00099_00217-1,8
s_016um_00196_00100-1,9
s_016um_00004_00182-1,8
s_016um_00121_00367-1,11
s_016um_00150_00010-1,14
s_016um_00062_00010-1,8
s_016um_00011_00308-1,19
s_016um_00338_00264-1,8
s_016um_00113_00296-1,8
s_016um_00131_00146-1,7
s_016um_00117_00365-1,20
s_016um_00304_00232-1,18
s_016um_00116_00097-1,18
s_016um_00183_00041-1,9
s_016um_00126_00285-1,5
s_016um_00149_00188-1,6
s_016um_00207_00255-1,12
s_016um_00084_00402-1,17
s_016um_00157_00351-1,11
s_016um_00056_00079-1,6
s_016um_00212_00310-1,17
s_016um_00239_00350-1,8
s_016um_00159_00394-1,11
s_016um_00241_00074-1,18
s_016um_00176_00056-1,7
s_016um_00299_00411-1,13
s_016um_00046_00137-1,9
s_016um_00074_00297-1,5
s_016um_00162_00162-1,17
s_016um_00051_00362-1,4
s_016um_00235_00058-1,6
s_016um_00301_00258-1,11
s_016um_00222_00138-1,17
s_016um_00273_00307-1,11
s_016um_00044_00369-1,8
s_016um_00016_00153-1,6
s_016um_00111_00327-1,17
s_016um_00270_00217-1,8
s_016um_00037_00203-1,8
s_016um_00089_00108-1,7
s_016um_00063_00323-1,4
s_016um_00023_00279-1,9
s_016um_00070_00141-1,8
s_016um_00222_00150-1,7
s_016um_00016_00302-1,14
s_016um_00281_00150-1,17
s_016um_00179_00296-1,11
s_016um_00154_00331-1,9
s_016um_00254_00246-1,18
s_016um_00023_00212-1,8
s_016um_00002_00088-1,18
s_016um_00174_00061-1,9
s_016um_00192_00078-1,6
s_016um_00183_00305-1,18
s_016um_00086_00306-1,8
s_016um_00113_00379-1,16
s_016um_00094_00133-1,6
s_016um_00318_00383-1,13
s_016um_00209_00050-1,6
s_016um_00176_00356-1,13
s_016um_00056_00111-1,6
s_016um_00272_00139-1,8
s_016um_00029_00186-1,6
s_016um_00177_00352-1,4
s_016um_00260_00148-1,16
s_016um_00160_00233-1,9
s_016um_00157_00314-1,5
s_016um_00228_00228-1,1
s_016um_00145_00101-1,18
s_016um_00064_00270-1,5
s_016um_00013_00311-1,8
s_016um_00347_00319-1,11
s_016um_00162_00137-1,18
s_016um_00021_00304-1,14
s_016um_00108_00169-1,9
s_016um_00085_00046-1,6
s_016um_00041_00146-1,6
s_016um_00055_00176-1,8
s_016um_00148_00327-1,14
s_016um_00233_00325-1,18
s_016um_00327_00368-1,11
s_016um_00362_00253-1,9
s_016um_00318_00356-1,11
s_016um_00270_00149-1,17
s_016um_00071_00110-1,6
s_016um_00062_00353-1,11
s_016um_00147_00066-1,17
s_016um_00093_00007-1,18
s_016um_00141_00137-1,10
s_016um_00292_00237-1,16
s_016um_00001_00056-1,6
s_016um_00313_00416-1,8
s_016um_00103_00352-1,11
s_016um_00296_00040-1,8
s_016um_00121_00268-1,13
s_016um_00251_00161-1,18
s_016um_00015_00197-1,9
s_016um_00031_00043-1,6
s_016um_00329_00327-1,17
s_016um_00028_00178-1,8
s_016um_00195_00138-1,9
s_016um_00061_00067-1,8
s_016um_00075_00181-1,8
s_016um_00336_00339-1,11
s_016um_00083_00243-1,12
s_016um_00337_00286-1,8
s_016um_00068_00054-1,9
s_016um_00056_00327-1,8
s_016um_00307_00101-1,8
s_016um_00174_00148-1,15
s_016um_00118_00209-1,9
s_016um_00147_00341-1,20
s_016um_00079_00150-1,6
s_016um_00128_00166-1,13
s_016um_00112_00410-1,1
s_016um_00088_00213-1,8
s_016um_00076_00167-1,8
s_016um_00062_00280-1,8
s_016um_00384_00245-1,18
s_016um_00095_00398-1,18
s_016um_00061_00383-1,17
s_016um_00058_00352-1,16
s_016um_00216_00357-1,11
s_016um_00200_00218-1,9
s_016um_00310_00020-1,8
s_016um_00198_00123-1,9
s_016um_00214_00365-1,16
s_016um_00304_00378-1,11
s_016um_00031_00183-1,9
s_016um_00152_00187-1,9
s_016um_00159_00300-1,12
s_016um_00065_00263-1,12
s_016um_00037_00248-1,19
s_016um_00278_00107-1,18
s_016um_00125_00391-1,11
s_016um_00353_00228-1,8
s_016um_00272_00152-1,17
s_016um_00023_00025-1,6
s_016um_00302_00048-1,17
s_016um_00039_00313-1,8
s_016um_00107_00229-1,5
s_016um_00161_00283-1,5
s_016um_00239_00243-1,7
s_016um_00161_00253-1,12
s_016um_00236_00119-1,16
s_016um_00172_00073-1,9
s_016um_00218_00157-1,7
s_016um_00345_00228-1,3
s_016um_00166_00092-1,9
s_016um_00011_00048-1,8
s_016um_00340_00334-1,4
s_016um_00019_00150-1,6
s_016um_00210_00109-1,6
s_016um_00077_00326-1,17
s_016um_00177_00271-1,12
s_016um_00340_00376-1,4
s_016um_00270_00245-1,17
s_016um_00243_00266-1,14
s_016um_00169_00301-1,13
s_016um_00032_00172-1,6
s_016um_00202_00130-1,7
s_016um_00212_00243-1,5
s_016um_00206_00385-1,9
s_016um_00198_00378-1,16
s_016um_00047_00077-1,9
s_016um_00087_00045-1,6
s_016um_00174_00091-1,9
s_016um_00199_00309-1,18
s_016um_00144_00060-1,17
s_016um_00215_00382-1,8
s_016um_00036_00282-1,5
s_016um_00206_00049-1,6
s_016um_00120_00141-1,11
s_016um_00328_00354-1,11
s_016um_00132_00219-1,8
s_016um_00249_00258-1,16
s_016um_00267_00371-1,8
s_016um_00312_00121-1,20
s_016um_00001_00412-1,8
s_016um_00081_00154-1,8
s_016um_00254_00286-1,10
s_016um_00107_00163-1,9
s_016um_00128_00164-1,3
s_016um_00140_00235-1,6
s_016um_00283_00225-1,11
s_016um_00034_00153-1,8
s_016um_00149_00321-1,5
s_016um_00123_00326-1,17
s_016um_00362_00334-1,18
s_016um_00289_00237-1,17
s_016um_00230_00360-1,16
s_016um_00269_00349-1,16
s_016um_00315_00087-1,8
s_016um_00177_00233-1,15
s_016um_00209_00323-1,8
s_016um_00091_00103-1,7
s_016um_00111_00100-1,17
s_016um_00295_00366-1,5
s_016um_00314_00297-1,16
s_016um_00322_00290-1,16
s_016um_00175_00413-1,16
s_016um_00190_00289-1,18
s_016um_00002_00062-1,6
s_016um_00200_00314-1,17
s_016um_00001_00164-1,8
s_016um_00264_00201-1,4
s_016um_00087_00186-1,18
s_016um_00105_00119-1,6
s_016um_00193_00234-1,15
s_016um_00187_00157-1,6
s_016um_00301_00412-1,20
s_016um_00017_00415-1,11
s_016um_00262_00150-1,16
s_016um_00253_00215-1,8
s_016um_00266_00210-1,14
s_016um_00180_00035-1,6
s_016um_00139_00114-1,17
s_016um_00296_00069-1,8
s_016um_00075_00192-1,8
s_016um_00338_00212-1,13
s_016um_00212_00301-1,18
s_016um_00134_00371-1,1
s_016um_00271_00336-1,13
s_016um_00074_00326-1,16
s_016um_00118_00019-1,10
s_016um_00293_00014-1,11
s_016um_00085_00341-1,15
s_016um_00098_00408-1,11
s_016um_00169_00276-1,6
s_016um_00283_00173-1,20
s_016um_00045_00052-1,8
s_016um_00345_00311-1,11
s_016um_00099_00171-1,8
s_016um_00032_00275-1,5
s_016um_00165_00132-1,10
s_016um_00342_00310-1,11
s_016um_00196_00312-1,5
s_016um_00037_00388-1,11
s_016um_00124_00344-1,13
s_016um_00185_00025-1,10
s_016um_00308_00077-1,11
s_016um_00287_00260-1,10
s_016um_00351_00375-1,16
s_016um_00158_00119-1,10
s_016um_00002_00125-1,8
s_016um_00087_00334-1,16
s_016um_00231_00167-1,9
s_016um_00065_00270-1,5
s_016um_00098_00309-1,17
s_016um_00289_00184-1,20
s_016um_00004_00252-1,19
s_016um_00120_00190-1,6
s_016um_00344_00385-1,3
s_016um_00267_00238-1,11
s_016um_00208_00034-1,8
s_016um_00285_00204-1,12
s_016um_00117_00057-1,3
s_016um_00170_00409-1,11
s_016um_00072_00067-1,6
s_016um_00378_00253-1,13
s_016um_00299_00312-1,6
s_016um_00250_00258-1,16
s_016um_00193_00249-1,12
s_016um_00169_00071-1,6
s_016um_00218_00223-1,16
s_016um_00163_00108-1,8
s_016um_00229_00165-1,9
s_016um_00271_00228-1,10
s_016um_00109_00216-1,8
s_016um_00219_00198-1,18
s_016um_00124_00399-1,11
s_016um_00001_00293-1,8
s_016um_00127_00147-1,15
s_016um_00156_00250-1,12
s_016um_00044_00076-1,8
s_016um_00076_00243-1,12
s_016um_00050_00306-1,19
s_016um_00157_00374-1,1
s_016um_00247_00345-1,4
s_016um_00277_00024-1,11
s_016um_00039_00111-1,6
s_016um_00210_00317-1,8
s_016um_00091_00194-1,9
s_016um_00026_00270-1,5
s_016um_00295_00377-1,11
s_016um_00259_00205-1,17
s_016um_00036_00053-1,6
s_016um_00036_00383-1,16
s_016um_00144_00002-1,18
s_016um_00054_00033-1,9
s_016um_00158_00030-1,11
s_016um_00039_00007-1,8
s_016um_00212_00271-1,9
s_016um_00115_00039-1,9
s_016um_00125_00150-1,14
s_016um_00033_00274-1,5
s_016um_00217_00344-1,5
s_016um_00052_00366-1,1
s_016um_00225_00321-1,13
s_016um_00162_00113-1,18
s_016um_00325_00220-1,8
s_016um_00124_00068-1,20
s_016um_00134_00391-1,1
s_016um_00205_00294-1,17
s_016um_00339_00237-1,6
s_016um_00239_00196-1,18
s_016um_00305_00410-1,4
s_016um_00037_00133-1,8
s_016um_00109_00328-1,20
s_016um_00099_00239-1,12
s_016um_00258_00097-1,10
s_016um_00117_00122-1,17
s_016um_00193_00052-1,9
s_016um_00086_00332-1,18
s_016um_00134_00235-1,12
s_016um_00115_00082-1,18
s_016um_00262_00101-1,16
s_016um_00179_00371-1,15
s_016um_00029_00121-1,6
s_016um_00050_00187-1,8
s_016um_00323_00292-1,8
s_016um_00128_00310-1,19
s_016um_00244_00257-1,9
s_016um_00248_00361-1,7
s_016um_00278_00174-1,16
s_016um_00150_00289-1,12
s_016um_00108_00043-1,6
s_016um_00310_00334-1,9
s_016um_00236_00003-1,18
s_016um_00247_00209-1,1
s_016um_00315_00359-1,17
s_016um_00143_00008-1,10
s_016um_00299_00414-1,11
s_016um_00075_00238-1,9
s_016um_00023_00234-1,9
s_016um_00317_00350-1,11
s_016um_00162_00329-1,17
s_016um_00040_00265-1,5
s_016um_00119_00319-1,13
s_016um_00376_00243-1,11
s_016um_00082_00141-1,6
s_016um_00357_00362-1,4
s_016um_00137_00056-1,18
s_016um_00327_00365-1,1
s_016um_00201_00105-1,6
s_016um_00031_00131-1,6
s_016um_00203_00194-1,6
s_016um_00293_00199-1,16
s_016um_00090_00030-1,15
s_016um_00028_00414-1,11
s_016um_00260_00113-1,13
s_016um_00071_00193-1,5
s_016um_00006_00403-1,11
s_016um_00097_00088-1,20
s_016um_00125_00418-1,16
s_016um_00002_00307-1,8
s_016um_00169_00233-1,20
s_016um_00106_00077-1,17
s_016um_00118_00107-1,8
s_016um_00281_00301-1,12
s_016um_00033_00147-1,9
s_016um_00141_00337-1,9
s_016um_00199_00303-1,8
s_016um_00284_00033-1,17
s_016um_00212_00342-1,16
s_016um_00238_00382-1,11
s_016um_00136_00005-1,15
s_016um_00046_00413-1,4
s_016um_00080_00008-1,7
s_016um_00122_00195-1,3
s_016um_00189_00324-1,4
s_016um_00005_00174-1,6
s_016um_00306_00405-1,1
s_016um_00150_00150-1,17
s_016um_00299_00383-1,13
s_016um_00009_00088-1,8
s_016um_00193_00301-1,17
s_016um_00032_00157-1,8
s_016um_00110_00339-1,13
s_016um_00164_00025-1,12
s_016um_00301_00320-1,11
s_016um_00154_00414-1,16
s_016um_00167_00220-1,8
s_016um_00065_00405-1,20
s_016um_00210_00202-1,8
s_016um_00228_00008-1,6
s_016um_00179_00115-1,9
s_016um_00170_00413-1,17
s_016um_00011_00051-1,8
s_016um_00302_00248-1,11
s_016um_00314_00064-1,11
s_016um_00269_00094-1,10
s_016um_00100_00019-1,10
s_016um_00366_00336-1,4
s_016um_00269_00299-1,3
s_016um_00140_00154-1,20
s_016um_00176_00105-1,9
s_016um_00235_00322-1,8
s_016um_00311_00307-1,15
s_016um_00285_00386-1,16
s_016um_00080_00304-1,19
s_016um_00020_00023-1,6
s_016um_00280_00253-1,11
s_016um_00023_00202-1,8
s_016um_00158_00014-1,18
s_016um_00198_00226-1,6
s_016um_00342_00324-1,16
s_016um_00322_00337-1,11
s_016um_00163_00359-1,1
s_016um_00233_00140-1,18
s_016um_00218_00054-1,10
s_016um_00085_00395-1,1
s_016um_00115_00271-1,5
s_016um_00018_00062-1,6
s_016um_00096_00328-1,14
s_016um_00025_00217-1,9
s_016um_00345_00327-1,17
s_016um_00044_00358-1,9
s_016um_00307_00236-1,1
s_016um_00092_00170-1,8
s_016um_00320_00119-1,18
s_016um_00063_00315-1,12
s_016um_00254_00117-1,7
s_016um_00052_00153-1,9
s_016um_00358_00290-1,20
s_016um_00159_00049-1,9
s_016um_00257_00098-1,18
s_016um_00119_00381-1,16
s_016um_00123_00007-1,10
s_016um_00282_00089-1,12
s_016um_00257_00158-1,15
s_016um_00220_00161-1,9
s_016um_00215_00303-1,8
s_016um_00078_00304-1,19
s_016um_00020_00394-1,11
s_016um_00166_00051-1,9
s_016um_00159_00232-1,15
s_016um_00074_00363-1,11
s_016um_00317_00405-1,17
s_016um_00078_00118-1,8
s_016um_00232_00319-1,17
s_016um_00053_00072-1,6
s_016um_00121_00250-1,12
s_016um_00157_00155-1,10
s_016um_00120_00023-1,15
s_016um_00098_00043-1,9
s_016um_00178_00251-1,12
s_016um_00151_00319-1,5
s_016um_00206_00250-1,18
s_016um_00149_00287-1,5
s_016um_00204_00229-1,9
s_016um_00027_00256-1,12
s_016um_00024_00398-1,17
s_016um_00096_00410-1,4
s_016um_00075_00079-1,3
s_016um_00355_00247-1,8
s_016um_00185_00094-1,6
s_016um_00186_00005-1,8
s_016um_00309_00097-1,14
s_016um_00167_00246-1,18
s_016um_00026_00153-1,8
s_016um_00031_00171-1,5
s_016um_00192_00061-1,9
s_016um_00322_00253-1,16
s_016um_00290_00086-1,16
s_016um_00104_00221-1,8
s_016um_00294_00413-1,11
s_016um_00181_00367-1,9
s_016um_00099_00115-1,8
s_016um_00075_00091-1,13
s_016um_00256_00182-1,8
s_016um_00049_00266-1,8
s_016um_00046_00296-1,8
s_016um_00308_00361-1,17
s_016um_00072_00036-1,8
s_016um_00032_00308-1,8
s_016um_00168_00117-1,6
s_016um_00288_00218-1,17
s_016um_00162_00303-1,18
s_016um_00251_00354-1,4
s_016um_00076_00155-1,8
s_016um_00138_00102-1,8
s_016um_00303_00270-1,11
s_016um_00070_00207-1,6
s_016um_00170_00133-1,6
s_016um_00193_00307-1,14
s_016um_00250_00373-1,8
s_016um_00145_00207-1,6
s_016um_00294_00137-1,17
s_016um_00302_00014-1,10
s_016um_00306_00364-1,9
s_016um_00097_00412-1,1
s_016um_00179_00370-1,14
s_016um_00289_00284-1,14
s_016um_00303_00121-1,16
s_016um_00067_00357-1,11
s_016um_00299_00280-1,11
s_016um_00112_00259-1,12
s_016um_00281_00239-1,16
s_016um_00143_00385-1,16
s_016um_00371_00243-1,3
s_016um_00301_00074-1,16
s_016um_00228_00162-1,15
s_016um_00215_00240-1,15
s_016um_00116_00391-1,4
s_016um_00021_00085-1,6
s_016um_00177_00405-1,16
s_016um_00057_00401-1,11
s_016um_00090_00218-1,8
s_016um_00224_00282-1,13
s_016um_00283_00334-1,17
s_016um_00126_00332-1,17
s_016um_00285_00029-1,17
s_016um_00008_00015-1,6
s_016um_00317_00395-1,13
s_016um_00055_00296-1,8
s_016um_00226_00252-1,9
s_016um_00332_00329-1,11
s_016um_00110_00096-1,13
s_016um_00167_00282-1,9
s_016um_00215_00391-1,4
s_016um_00307_00169-1,8
s_016um_00161_00037-1,20
s_016um_00067_00214-1,8
s_016um_00272_00115-1,17
s_016um_00204_00171-1,6
s_016um_00014_00182-1,8
s_016um_00253_00083-1,1
s_016um_00040_00226-1,8
s_016um_00049_00355-1,12
s_016um_00224_00315-1,17
s_016um_00042_00361-1,8
s_016um_00176_00189-1,3
s_016um_00182_00032-1,8
s_016um_00166_00054-1,9
s_016um_00026_00335-1,8
s_016um_00140_00385-1,17
s_016um_00048_00067-1,6
s_016um_00196_00051-1,9
s_016um_00177_00005-1,8
s_016um_00298_00134-1,17
s_016um_00025_00289-1,6
s_016um_00048_00385-1,16
s_016um_00275_00124-1,14
s_016um_00105_00207-1,8
s_016um_00075_00282-1,8
s_016um_00030_00366-1,16
s_016um_00183_00258-1,8
s_016um_00198_00385-1,3
s_016um_00174_00035-1,9
s_016um_00049_00094-1,8
s_016um_00023_00316-1,8
s_016um_00044_00324-1,8
s_016um_00223_00315-1,17
s_016um_00305_00065-1,8
s_016um_00057_00337-1,11
s_016um_00054_00170-1,8
s_016um_00133_00278-1,6
s_016um_00217_00310-1,8
s_016um_00255_00201-1,1
s_016um_00150_00310-1,12
s_016um_00213_00029-1,8
s_016um_00258_00339-1,16
s_016um_00223_00029-1,20
s_016um_00118_00418-1,16
s_016um_00181_00268-1,3
s_016um_00040_00400-1,11
s_016um_00203_00088-1,9
s_016um_00063_00263-1,8
s_016um_00175_00319-1,4
s_016um_00225_00105-1,18
s_016um_00068_00083-1,9
s_016um_00106_00034-1,9
s_016um_00040_00262-1,5
s_016um_00046_00101-1,8
s_016um_00048_00078-1,8
s_016um_00258_00301-1,1
s_016um_00175_00311-1,16
s_016um_00304_00375-1,19
s_016um_00350_00247-1,4
s_016um_00242_00138-1,7
s_016um_00327_00375-1,11
s_016um_00290_00318-1,12
s_016um_00202_00285-1,11
s_016um_00193_00276-1,7
s_016um_00075_00275-1,12
s_016um_00217_00328-1,11
s_016um_00329_00230-1,13
s_016um_00120_00257-1,12
s_016um_00031_00170-1,5
s_016um_00195_00139-1,3
s_016um_00246_00255-1,3
s_016um_00069_00134-1,8
s_016um_00031_00364-1,10
s_016um_00202_00113-1,9
s_016um_00180_00122-1,3
s_016um_00195_00336-1,1
s_016um_00046_00023-1,8
s_016um_00172_00379-1,1
s_016um_00285_00092-1,16
s_016um_00324_00279-1,16
s_016um_00286_00410-1,8
s_016um_00157_00102-1,10
s_016um_00191_00168-1,3
s_016um_00007_00163-1,8
s_016um_00185_00306-1,18
s_016um_00124_00182-1,9
s_016um_00252_00225-1,17
s_016um_00137_00418-1,16
s_016um_00107_00197-1,8
s_016um_00193_00267-1,9
s_016um_00125_00367-1,1
s_016um_00072_00060-1,9
s_016um_00347_00273-1,8
s_016um_00182_00106-1,9
s_016um_00082_00343-1,18
s_016um_00068_00040-1,6
s_016um_00148_00370-1,14
s_016um_00113_00253-1,12
s_016um_00301_00208-1,11
s_016um_00178_00315-1,11
s_016um_00101_00030-1,9
s_016um_00065_00288-1,5
s_016um_00063_00175-1,8
s_016um_00180_00335-1,17
s_016um_00024_00406-1,16
s_016um_00198_00021-1,10
s_016um_00132_00264-1,8
s_016um_00024_00285-1,5
s_016um_00294_00298-1,5
s_016um_00008_00108-1,6
s_016um_00164_00239-1,12
s_016um_00173_00000-1,18
s_016um_00051_00071-1,8
s_016um_00024_00287-1,12
s_016um_00203_00380-1,16
s_016um_00245_00137-1,13
s_016um_00037_00348-1,4
s_016um_00004_00074-1,8
